appid,name,developer,publisher,release_date,release_year,genres,categories,steamspy_tags,platforms,positive_ratings,negative_ratings,total_ratings,positive_ratio,well_received,reception_tier,owners,owners_avg,pred_positive_ratio,pred_well_received_proba,pred_owners,pred_reception_tier,reception_gap,owners_gap_log,price,price_log,is_free,achievements,achievements_log,achievements_per_dollar,required_age,num_genres,dev_avg_rating,dev_game_count,pub_avg_rating,pub_game_count,release_month,release_year_filled,name_len,name_word_count,platform_windows,platform_mac,platform_linux,num_platforms,genre_Indie,genre_Action,genre_Casual,genre_Adventure,genre_Strategy,genre_Simulation,genre_RPG,genre_Early_Access,genre_Free_to_Play,genre_Sports,cat_multiplayer,cat_singleplayer,cat_coop,cat_online_multiplayer,cat_steam_achievements,cat_steam_trading_cards,cat_full_controller_support,cat_steam_cloud,tag_Indie,tag_Action,tag_Casual,tag_Adventure,tag_Strategy,tag_Simulation,tag_Early_Access,tag_RPG,tag_Free_to_Play,tag_Puzzle,tag_VR,tag_Sports,tag_Racing,tag_Platformer,tag_Nudity
595150,My Vet Practice – Marine Patrol,Neopica,familyplay,2017-03-06,2017,Casual,Single-player,Casual,windows,1,2,3,0.3333333333333333,0,Poor,0-20000,10000.0,0.5609325,0.18406947,9071.384,Average,-0.22759918371836346,0.09744998764302082,11.39,2.516889695641051,0,0,0.0,0.0,0,1,0.6896620553355252,2,0.6575699388655115,18,3,2017,31,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595160,"My Boyfriend – He loves me, he loves me not",Exozet Games,familyplay,2017-03-14,2017,Adventure;Casual,Single-player,Adventure;Casual;Romance,windows,1,11,12,0.08333333333333333,0,Poor,0-20000,10000.0,0.5626597,0.32136336,9913.992,Poor,-0.47932634751001996,0.008637159579055975,11.39,2.516889695641051,0,0,0.0,0.0,0,2,0.7139077639746677,1,0.6668291981247707,18,3,2017,43,10,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
595260,Heat Guardian,Denis Rudoy,Denis Rudoy,2018-05-10,2018,Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Survival,windows,37,15,52,0.7115384615384616,1,Average,0-20000,10000.0,0.7959333,0.85644484,12456.338,Great,-0.08439484467873204,-0.21962478805277996,5.79,1.9154509415706047,0,30,3.4339872044851463,4.418262150220913,0,2,0.7139077639746677,1,0.7139077639746677,1,5,2018,13,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
595270,Million to One Hero,Over the Top Games,Over the Top Games,2019-02-27,2019,Indie;Early Access,Single-player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Includes level editor,Early Access;Platformer;Level Editor,windows;mac;linux,9,0,9,1.0,1,Great,0-20000,10000.0,0.93503374,0.9747474,39899.336,Great,0.06496626138687134,-1.3836996858188932,12.99,2.63834278867739,0,31,3.4657359027997265,2.2158684774839172,0,2,0.7415482464873842,3,0.7313934217951524,2,2,2019,19,4,1,1,1,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
595280,Throne of Lies® The Online Game of Deceit,"Imperium42® Game Studio;Dylan Hunt, ""Xblade"";Elsa Hunt, ""FieryElsa"";""Ellie"";Adityaraj Rukhane, ""Adiart""",Imperium42® Game Studio,2017-09-29,2017,Indie;RPG;Strategy,Multi-player;Online Multi-Player;Steam Trading Cards;In-App Purchases,Strategy;Indie;RPG,windows;mac;linux,1567,285,1852,0.8461123110151187,1,Great,100000-200000,150000.0,0.7172177,0.6298868,11914.988,Great,0.1288946272230045,2.532760910071959,6.99,2.0781907597781832,0,0,0.0,0.0,0,3,0.7139077639746677,1,0.7139077639746677,1,9,2017,41,8,1,1,1,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
595300,VR2: Vacate 2 Rooms (Virtual Reality Escape),hOSHI,hOSHI,2018-07-16,2018,Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;VR,windows,13,3,16,0.8125,1,Great,0-20000,10000.0,0.83021045,0.89794916,14599.275,Great,-0.017710447311401367,-0.3783552949497526,5.99,1.944480556245719,0,5,1.791759469228055,0.7153075822603719,0,2,0.7643652185750709,5,0.7647713564735878,8,7,2018,44,7,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
595320,Polterheist,BisquitPlay,BisquitPlay,2017-02-22,2017,Action;Indie;Simulation,Single-player;Steam Trading Cards,Action;Indie;Simulation,windows,72,116,188,0.3829787234042553,0,Poor,100000-200000,150000.0,0.49561128,0.16546786,17333.586,Poor,-0.11263255679861028,2.1579382934948104,3.99,1.6074359097634274,0,0,0.0,0.0,0,3,0.6717343308860616,2,0.6717343308860616,2,2,2017,11,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
595360,NIGHTSTAR: Rogue Wings,SOLIDMESH,SOLIDMESH,2017-03-01,2017,Action;Indie;Simulation;Early Access,Single-player;Partial Controller Support,Early Access;Action;Indie,windows,20,8,28,0.7142857142857143,1,Average,0-20000,10000.0,0.7623036,0.79089314,10439.029,Great,-0.04801787648882183,-0.04296234298442059,6.99,2.0781907597781832,0,0,0.0,0.0,0,4,0.7337528208706533,2,0.7337528208706533,2,3,2017,22,3,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
595420,Franchise Hockey Manager 4,Out of the Park Developments,Out of the Park Developments,2017-10-06,2017,Indie;Simulation;Sports;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop,Sports;Strategy;Simulation,windows;mac,91,50,141,0.6453900709219859,0,Average,0-20000,10000.0,0.72014135,0.2670405,36793.145,Average,-0.07475128030100608,-1.302653581387741,15.49,2.8027541365715076,0,86,4.465908118654584,5.215281989084293,0,4,0.7383727194798568,7,0.7383727194798568,7,10,2017,26,4,1,1,0,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
595430,Sky Knights,Mudpike,Mudpike,2017-07-27,2017,Action;Indie;Strategy;Early Access,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support,Early Access;Indie;Action,windows,293,18,311,0.9421221864951769,1,Great,20000-50000,35000.0,0.736123,0.54014146,10020.491,Great,0.205999161077849,1.2506446907278068,6.99,2.0781907597781832,0,23,3.1780538303479458,2.8785982478097623,0,4,0.7139077639746677,1,0.7139077639746677,1,7,2017,11,2,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
595440,CPU Invaders,Microblast Games,Microblast Games,2017-02-17,2017,Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,Indie;Casual;Shoot 'Em Up,windows,401,74,475,0.8442105263157895,1,Great,100000-200000,150000.0,0.685324,0.5064134,45184.59,Average,0.1588865130826047,1.199863723792662,0.79,0.5822156198526637,0,13,2.6390573296152584,7.262569832402234,0,2,0.6925050970858332,6,0.6925050970858332,6,2,2017,12,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595460,Flix and Chill,Jason Lovett,K Bros Games,2017-02-27,2017,Casual;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Casual;Simulation,windows;mac,155,35,190,0.8157894736842105,1,Great,200000-500000,350000.0,0.8016044,0.89267236,47137.086,Great,0.014185083539862364,2.004854689347047,0.79,0.5822156198526637,0,23,3.1780538303479458,12.849162011173185,0,3,0.7231697375846262,2,0.7500469112092347,8,2,2017,14,3,1,1,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
595470,Shadow Circuit,WetWare / Games,WetWare / Games,2017-03-20,2017,Action;Sports;Early Access,Single-player,Early Access;Action;Sports,windows,0,2,2,0.0,0,Poor,0-20000,10000.0,0.6154504,0.44239306,9096.527,Great,-0.615450382232666,0.09468242477680988,3.99,1.6074359097634274,0,0,0.0,0.0,0,3,0.7139077639746677,1,0.7139077639746677,1,3,2017,14,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
595480,Hunahpu: way of the Warrior,Paper Pirates;rumata_lab,Paper Pirates,2017-04-10,2017,Action;Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Casual,windows,33,37,70,0.4714285714285714,0,Poor,20000-50000,35000.0,0.6878873,0.42391542,31236.535,Average,-0.21645873955317907,0.1137561866994865,3.19,1.4327007339340463,0,10,2.3978952727983707,2.3866348448687353,0,4,0.7139077639746677,1,0.6880345407325703,3,4,2017,27,5,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
595520,FINAL FANTASY XII THE ZODIAC AGE,Square Enix,Square Enix,2018-02-01,2018,Violent;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;JRPG;Fantasy,windows,1706,277,1983,0.8603126575895108,1,Great,100000-200000,150000.0,0.7692627,0.9159955,78190.805,Great,0.09104998611886872,0.651477150001158,34.99,3.5832411220909393,0,41,3.7376696182833684,1.1392053348152265,16,2,0.7131300731826239,25,0.7321256538326348,97,2,2018,32,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
595550,Mastema: Out of Hell,Oscar Celestini,Forever Entertainment S. A.,2017-03-03,2017,Violent;Action;Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,windows,55,29,84,0.6547619047619048,0,Average,0-20000,10000.0,0.7121384,0.4333041,23042.156,Average,-0.0573765096210298,-0.8346836869785612,3.99,1.6074359097634274,0,20,3.044522437723423,4.008016032064128,0,5,0.7269291360808667,2,0.6974131029471277,49,3,2017,20,4,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
595560,Legend of Hand,Cloak and Dagger Games,Cloak and Dagger Games,2017-09-27,2017,Adventure;RPG,Single-player;Steam Achievements;Steam Trading Cards,Adventure;RPG;Point & Click,windows,30,1,31,0.967741935483871,1,Great,0-20000,10000.0,0.8213373,0.87773114,15184.417,Great,0.1464046528262477,-0.41765049148295574,4.99,1.7900914121273581,0,25,3.258096538021482,4.173622704507513,0,2,0.7429834010795929,3,0.7429834010795929,3,9,2017,14,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
595630,Neon8,GameDevCoop,GameDevCoop,2017-12-31,2017,Action,Single-player;Full controller support,Action;VR;Arcade,windows,1,2,3,0.3333333333333333,0,Poor,0-20000,10000.0,0.6889362,0.4857072,9704.209,Great,-0.3556028405825297,0.030022352450149725,2.09,1.128171090909654,0,0,0.0,0.0,0,1,0.7139077639746677,1,0.7139077639746677,1,12,2017,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
595640,Robo Do It,Angel Carriola,Glossware Studios;Dosane Games,2017-02-21,2017,Adventure;Casual;Indie;Simulation;Strategy,Single-player;Steam Trading Cards;Steam Cloud;Stats;Includes level editor,Casual;Indie;Adventure,windows;mac;linux,20,7,27,0.7407407407407407,1,Average,20000-50000,35000.0,0.6804377,0.5067089,31998.729,Average,0.06030305668159763,0.08964920732936932,0.79,0.5822156198526637,0,0,0.0,0.0,0,5,0.7139077639746677,1,0.7139077639746677,1,2,2017,10,3,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
595660,Lux Alliance,Sillysoft Games,Sillysoft Games,2017-06-08,2017,Indie;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards;Steam Turn Notifications;Includes level editor,Strategy;Indie;War,windows;mac;linux,22,10,32,0.6875,0,Average,0-20000,10000.0,0.7558228,0.62035877,16054.0205,Great,-0.06832277774810791,-0.4733364884922331,6.99,2.0781907597781832,0,16,2.833213344056216,2.002503128911139,0,2,0.7181770186330971,2,0.7181770186330971,2,6,2017,12,2,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
595690,One Hour One Life,Jason Rohrer,Jason Rohrer,2018-11-08,2018,Indie;Massively Multiplayer;Simulation,Online Multi-Player,Indie;Survival;Massively Multiplayer,windows,875,212,1087,0.8049678012879485,1,Great,20000-50000,35000.0,0.6060833,0.5406712,15508.1455,Great,0.19888452740031426,0.8139467308279045,15.49,2.8027541365715076,0,0,0.0,0.0,0,3,0.6923553037498547,3,0.6923553037498547,3,11,2018,17,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595730,Ascendant Hearts,Visualnoveler,Visualnoveler,2018-01-18,2018,Sexual Content;Nudity;Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Anime,windows;mac;linux,68,8,76,0.8947368421052632,1,Great,0-20000,10000.0,0.7498679,0.73872495,18795.605,Great,0.14486892599808543,-0.6309912507602995,7.19,2.1029138978649784,0,11,2.4849066497880004,1.343101343101343,0,5,0.7078557413814398,3,0.7078557413814398,3,1,2018,16,2,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595740,SAMURAI WARRIORS: Spirit of Sanada,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2017-05-23,2017,Action,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Hack and Slash;Historical,windows,182,56,238,0.7647058823529411,1,Great,0-20000,10000.0,0.7479303,0.880804,32357.967,Great,0.01677559403812179,-1.1742060487339323,39.99,3.7133281345162463,0,51,3.9512437185814275,1.2442059038789948,0,1,0.7331536694793667,34,0.7311920207475691,33,5,2017,34,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
595770,AirMech Wastelands,Carbon Games,Carbon Games,2018-07-06,2018,Action;Indie;RPG;Strategy,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Partial Controller Support,Strategy;Action;RPG,windows,120,45,165,0.7272727272727273,1,Average,0-20000,10000.0,0.71863395,0.61072546,13262.955,Average,0.008638777516104978,-0.28236511398051434,14.99,2.771963526845863,0,16,2.833213344056216,1.0006253908692933,0,4,0.7228115720932471,3,0.7228115720932471,3,7,2018,18,2,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
595780,Rogue Port - Blue Nightmare,Sunight Games,Sunight Games,2017-03-31,2017,Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG,windows,7,5,12,0.5833333333333334,0,Average,0-20000,10000.0,0.75079143,0.43142527,35864.727,Average,-0.16745809713999427,-1.2770970170566862,0.79,0.5822156198526637,0,40,3.713572066704308,22.3463687150838,0,4,0.7237871168098152,2,0.7237871168098152,2,3,2017,27,5,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
595920,Death Point,Andiks LTD.,Andiks LTD.,2017-08-31,2017,Nudity;Violent;Action;Adventure;Indie,Single-player;Steam Achievements;Partial Controller Support,Indie;Action;Stealth,windows;mac;linux,19,15,34,0.5588235294117647,0,Average,0-20000,10000.0,0.7555905,0.6476178,11418.576,Great,-0.1967669690356535,-0.13264396835063152,4.79,1.7561322915849038,0,20,3.044522437723423,3.454231433506045,0,5,0.7139077639746677,1,0.7139077639746677,1,8,2017,11,2,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
595960,Pinball Wicked,Formslingers,Formslingers,2017-10-12,2017,Casual;Indie;Simulation;Early Access,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Full controller support,Early Access;Simulation;Indie,windows,53,9,62,0.8548387096774194,1,Great,0-20000,10000.0,0.741248,0.65833527,9350.905,Great,0.11359069808836908,0.06710502456929035,7.99,2.196112848483529,0,11,2.4849066497880004,1.2235817575083425,0,4,0.7139077639746677,1,0.7139077639746677,1,10,2017,14,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
595990,Princess Kidnapper 2 - VR,Magic Era,Magic Era,2017-03-20,2017,Action;Adventure;Sports,Single-player,Action;Adventure;Sports,windows,4,1,5,0.8,1,Great,0-20000,10000.0,0.5689004,0.38257322,11020.486,Poor,0.23109959363937382,-0.09716156173442059,0.79,0.5822156198526637,0,0,0.0,0.0,0,3,0.7139077639746677,1,0.7139077639746677,1,3,2017,25,5,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
596070,Skills Hockey VR,Justin Jimmo,Justin Jimmo,2017-02-23,2017,Sports;Early Access,Single-player,Early Access;Sports;Hockey,windows,1,5,6,0.16666666666666666,0,Poor,0-20000,10000.0,0.418205,0.095872425,10440.274,Poor,-0.25153832634290063,-0.04308155227397137,1.59,0.9516578757114464,0,0,0.0,0.0,0,2,0.6365898033122231,3,0.6490070581587889,2,2,2017,16,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
596080,Embers of Mirrim,Creative Bytes Studios,Creative Bytes Studios,2017-05-23,2017,Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie;Platformer,windows,20,3,23,0.8695652173913043,1,Great,0-20000,10000.0,0.83644605,0.90376574,17700.818,Great,0.03311917056208069,-0.5709822480747526,15.49,2.8027541365715076,0,50,3.9318256327243257,3.032140691328077,0,2,0.7139077639746677,1,0.7139077639746677,1,5,2017,16,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
596200,Blood 'n Bikinis,Juicy Melons Inc.,大きくて強い,2018-10-17,2018,Action;Adventure;Indie;RPG;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Sexual Content;Nudity;RPG,windows,8,5,13,0.6153846153846154,0,Average,0-20000,10000.0,0.7265134,0.45218876,18192.693,Average,-0.11112877038808966,-0.5983898942539518,7.19,2.1029138978649784,0,20,3.044522437723423,2.4420024420024418,0,6,0.7139077639746677,1,0.6960290017324566,2,10,2018,16,3,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
596240,Apocryph: an old-school shooter,Bigzur Games,Bigzur Games,2018-04-27,2018,Violent;Gore;Action;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards,Action;Gore;Adventure,windows;linux,63,42,105,0.6,0,Average,0-20000,10000.0,0.69562757,0.4865809,16806.025,Average,-0.09562757015228274,-0.5191119020054167,11.39,2.516889695641051,0,10,2.3978952727983707,0.8071025020177562,0,5,0.7084907843091817,2,0.7084907843091817,2,4,2018,31,4,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
596260,S-COPTER: Trials of Quick Fingers and Logic,Noble Fox Games,Noble Fox Games,2018-02-12,2018,Action;Indie,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Puzzle,windows,4,0,4,1.0,1,Great,0-20000,10000.0,0.86947566,0.89228463,12452.051,Great,0.13052433729171753,-0.2192805116245573,5.79,1.9154509415706047,0,20,3.044522437723423,2.9455081001472756,0,2,0.7139077639746677,1,0.7139077639746677,1,2,2018,43,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
596270,Tales of Terror: Crimson Dawn,Deep Shadows Games,Big Fish Games,2017-03-01,2017,Adventure;Casual,Single-player,Casual;Adventure;Hidden Object,windows,0,1,1,0.0,0,Poor,0-20000,10000.0,0.3672889,0.09189938,9256.181,Poor,-0.36728888750076294,0.07728549789692707,4.99,1.7900914121273581,0,0,0.0,0.0,0,2,0.7030059722882059,4,0.8251456194535213,212,3,2017,29,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
596280,You Are God,BefuddleBug,BefuddleBug,2017-05-19,2017,Indie;Simulation;Strategy;Early Access,Single-player,Early Access;Strategy;Indie,windows,7,21,28,0.25,0,Poor,0-20000,10000.0,0.6528356,0.4701521,10262.832,Great,-0.4028356075286865,-0.025941163785201837,3.99,1.6074359097634274,0,0,0.0,0.0,0,4,0.7139077639746677,1,0.7139077639746677,1,5,2017,11,3,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
596380,Coffee Crisis,Mega Cat Studios,Mega Cat Studios;Zerouno Games,2018-05-04,2018,Action;Indie,Single-player;Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Beat 'em up,windows;mac;linux,78,12,90,0.8666666666666667,1,Great,0-20000,10000.0,0.83678377,0.90019566,13719.87,Great,0.0298828999201457,-0.3162329499790495,7.19,2.1029138978649784,0,48,3.8918202981106265,5.8608058608058595,0,2,0.7139077639746677,1,0.7139077639746677,1,5,2018,13,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
596390,Over My Dead Body (For You),DUNEWORLD GAMES INC.,DUNEWORLD GAMES INC.,2017-09-11,2017,Action;Casual;Indie,Single-player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Indie;Casual,windows,8,0,8,1.0,1,Great,0-20000,10000.0,0.7981728,0.7920725,9544.981,Great,0.20182722806930542,0.04656478714253254,6.99,2.0781907597781832,0,30,3.4339872044851463,3.7546933667083855,0,3,0.7139077639746677,1,0.7139077639746677,1,9,2017,27,6,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
596400,Azada: Elementa Collector's Edition,ERS G Studios,Big Fish Games,2017-03-03,2017,Adventure;Casual,Single-player,Casual;Adventure;Hidden Object,windows,1,0,1,1.0,1,Great,0-20000,10000.0,0.92621905,0.948896,9507.503,Great,0.07378095388412476,0.05049869369770832,6.99,2.0781907597781832,0,0,0.0,0.0,0,2,0.7746726260420596,28,0.8206207325756932,212,3,2017,35,4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
596470,Cartesian,Mark Radocy,Mark Radocy,2017-02-17,2017,Adventure;Free to Play;Indie,Single-player,Free to Play;Adventure;Indie,windows,30,1,31,0.967741935483871,1,Great,0-20000,10000.0,0.77686,0.7915285,31455.186,Great,0.19088193678086807,-1.1459105317661589,0.0,0.0,1,0,0.0,0.0,0,3,0.7298151389668697,2,0.7298151389668697,2,2,2017,9,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
596530,Chaos Drift,OmniStorm Gaming,OmniStorm Gaming,2017-03-02,2017,RPG,Single-player;Partial Controller Support,RPG;RPGMaker,windows,10,1,11,0.9090909090909091,1,Great,0-20000,10000.0,0.623018,0.44385532,12370.999,Great,0.28607288273898035,-0.2127507035801237,0.79,0.5822156198526637,0,0,0.0,0.0,0,1,0.7139077639746677,1,0.7139077639746677,1,3,2017,11,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
596540,The Lost Heir 3: Demon War,Hosted Games,Hosted Games,2017-03-17,2017,Adventure;Indie;RPG,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG;Adventure,windows;mac;linux,13,14,27,0.48148148148148145,0,Poor,0-20000,10000.0,0.6536428,0.3014947,10667.718,Poor,-0.1721612921467534,-0.064630777127487,4.79,1.7561322915849038,0,52,3.970291913552122,8.981001727115716,0,3,0.7280616556227124,42,0.7280616556227124,42,3,2017,26,6,1,1,1,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
596590,Linked,ThinkOfGames,ThinkOfGames,2017-02-20,2017,Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards,Indie;Casual;Puzzle,windows,81,5,86,0.9418604651162791,1,Great,100000-200000,150000.0,0.7559849,0.8183909,28393.32,Great,0.1858755627343821,1.6644528427501815,1.99,1.095273387402595,0,12,2.5649493574615367,4.013377926421405,0,2,0.7031118364897723,6,0.6850819808555031,7,2,2017,6,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
596620,Gas Guzzlers: Combat Carnage,Gamepires,Gamepires,2017-03-09,2017,Action;Racing,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Racing;Shooter,windows,38,4,42,0.9047619047619048,1,Great,0-20000,10000.0,0.67659795,0.5862213,24398.73,Great,0.22816395191919236,-0.8918869798252409,3.99,1.6074359097634274,0,0,0.0,0.0,0,2,0.7270223443080464,2,0.7139077639746677,1,3,2017,28,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
