appid,name,developer,publisher,release_date,release_year,genres,categories,steamspy_tags,platforms,positive_ratings,negative_ratings,total_ratings,positive_ratio,well_received,reception_tier,owners,owners_avg,pred_positive_ratio,pred_well_received_proba,pred_owners,pred_reception_tier,reception_gap,owners_gap_log,price,price_log,is_free,achievements,achievements_log,achievements_per_dollar,required_age,num_genres,dev_avg_rating,dev_game_count,pub_avg_rating,pub_game_count,release_month,release_year_filled,name_len,name_word_count,platform_windows,platform_mac,platform_linux,num_platforms,genre_Indie,genre_Action,genre_Casual,genre_Adventure,genre_Strategy,genre_Simulation,genre_RPG,genre_Early_Access,genre_Free_to_Play,genre_Sports,cat_multiplayer,cat_singleplayer,cat_coop,cat_online_multiplayer,cat_steam_achievements,cat_steam_trading_cards,cat_full_controller_support,cat_steam_cloud,tag_Indie,tag_Action,tag_Casual,tag_Adventure,tag_Strategy,tag_Simulation,tag_Early_Access,tag_RPG,tag_Free_to_Play,tag_Puzzle,tag_VR,tag_Sports,tag_Racing,tag_Platformer,tag_Nudity
10,Counter-Strike,Valve,Valve,2000-11-01,2000,Action,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action;FPS;Multiplayer,windows;mac;linux,124534,3339,127873,0.9738881546534452,1,Great,10000000-20000000,15000000.0,0.8555652,0.9712695,11069747.0,Great,0.11832296433819867,0.3038342632331492,7.19,2.1029138978649784,0,0,0.0,0.0,0,1,0.8378695204261369,26,0.8461318903719585,30,11,2000,14,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Team Fortress Classic,Valve,Valve,1999-04-01,1999,Action,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action;FPS;Multiplayer,windows;mac;linux,3318,633,3951,0.8397873955960516,1,Great,5000000-10000000,7500000.0,0.85640687,0.9915735,9179804.0,Great,-0.01661947190806823,-0.20210276765232393,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8417009706849196,26,0.84957037137343,30,4,1999,21,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Day of Defeat,Valve,Valve,2003-05-01,2003,Action,Multi-player;Valve Anti-Cheat enabled,FPS;World War II;Multiplayer,windows;mac;linux,3416,398,3814,0.8956476140534871,1,Great,5000000-10000000,7500000.0,0.89554334,0.98960435,13328771.0,Great,0.00010427718520100715,-0.5750218502939255,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8401049644432785,26,0.8481380580796497,30,5,2003,13,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Deathmatch Classic,Valve,Valve,2001-06-01,2001,Action,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,Action;FPS;Multiplayer,windows;mac;linux,1273,267,1540,0.8266233766233766,1,Great,5000000-10000000,7500000.0,0.8480025,0.99052936,8833656.0,Great,-0.02137911675812365,-0.16366587800388643,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8420770855127102,26,0.8499079103214473,30,6,2001,18,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Half-Life: Opposing Force,Gearbox Software,Valve,1999-11-01,1999,Action,Single-player;Multi-player;Valve Anti-Cheat enabled,FPS;Action;Sci-fi,windows;mac;linux,5250,288,5538,0.9479956663055255,1,Great,5000000-10000000,7500000.0,0.8459776,0.97121304,4637643.5,Great,0.10201806191633478,0.48069657164210966,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7456451661801162,7,0.8467958003295976,30,11,1999,25,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Ricochet,Valve,Valve,2000-11-01,2000,Action,Multi-player;Online Multi-Player;Valve Anti-Cheat enabled,Action;FPS;Multiplayer,windows;mac;linux,2758,684,3442,0.8012783265543288,1,Great,5000000-10000000,7500000.0,0.86379033,0.97845024,9912151.0,Great,-0.06251200671669777,-0.27885829133396456,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8428012298003974,26,0.8505577834001409,30,11,2000,8,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Half-Life,Valve,Valve,1998-11-08,1998,Action,Single-player;Multi-player;Online Multi-Player;Steam Cloud;Valve Anti-Cheat enabled,FPS;Classic;Action,windows;mac;linux,27755,1100,28855,0.9618783573037601,1,Great,5000000-10000000,7500000.0,0.8937797,0.9643323,13915540.0,Great,0.06809866226973305,-0.6181031338632614,7.19,2.1029138978649784,0,0,0.0,0.0,0,1,0.8382126574932708,26,0.8464398338937453,30,11,1998,9,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Counter-Strike: Condition Zero,Valve,Valve,2004-03-01,2004,Action,Single-player;Multi-player;Valve Anti-Cheat enabled,Action;FPS;Multiplayer,windows;mac;linux,12120,1439,13559,0.8938712294416993,1,Great,10000000-20000000,15000000.0,0.9088877,0.99473554,10709886.0,Great,-0.015016454903546084,0.3368828929938914,7.19,2.1029138978649784,0,0,0.0,0.0,0,1,0.8401557182893296,26,0.8481836064030289,30,3,2004,30,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Half-Life: Blue Shift,Gearbox Software,Valve,2001-06-01,2001,Action,Single-player,FPS;Action;Sci-fi,windows;mac;linux,3822,420,4242,0.900990099009901,1,Great,5000000-10000000,7500000.0,0.87713563,0.9938875,3361470.0,Great,0.023854464587598767,0.8025244601308792,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7485830141360927,7,0.8480010712858955,30,6,2001,21,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Half-Life 2,Valve,Valve,2004-11-16,2004,Action,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Includes Source SDK,FPS;Action;Sci-fi,windows;mac;linux,67902,2419,70321,0.9656006029493324,1,Great,10000000-20000000,15000000.0,0.93273693,0.989997,10642992.0,Great,0.032863669717978605,0.34314853325268047,7.19,2.1029138978649784,0,33,3.5263605246161616,4.029304029304028,0,1,0.8381063076176829,26,0.846344391697705,30,11,2004,11,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Counter-Strike: Source,Valve,Valve,2004-11-01,2004,Action,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK,Action;FPS;Multiplayer,windows;mac;linux,76640,3497,80137,0.9563622296816702,1,Great,10000000-20000000,15000000.0,0.91138375,0.9905261,16654880.0,Great,0.04497848162716578,-0.10465305671313985,7.19,2.1029138978649784,0,147,4.997212273764115,17.948717948717945,0,1,0.8383702611396162,26,0.8465812730635426,30,11,2004,22,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Half-Life: Source,Valve,Valve,2004-06-01,2004,Action,Single-player,FPS;Action;Sci-fi,windows;mac;linux,3767,1053,4820,0.7815352697095436,1,Great,2000000-5000000,3500000.0,0.8913485,0.993604,6515262.0,Great,-0.10981321146874012,-0.6213843528041405,0.0,0.0,1,0,0.0,0.0,0,1,0.8433653171388198,26,0.8510640156269303,30,6,2004,17,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Day of Defeat: Source,Valve,Valve,2010-07-12,2010,Action,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Valve Anti-Cheat enabled;Stats;Includes Source SDK,FPS;World War II;Multiplayer,windows;mac;linux,10489,1210,11699,0.8965723566116762,1,Great,5000000-10000000,7500000.0,0.902672,0.9946432,7561556.5,Great,-0.006099636167101852,-0.008174049085429402,7.19,2.1029138978649784,0,54,4.007333185232471,6.593406593406592,0,1,0.8400785432273302,26,0.8481143467320038,30,7,2010,21,4,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Half-Life 2: Deathmatch,Valve,Valve,2004-11-01,2004,Action,Multi-player;Valve Anti-Cheat enabled;Includes Source SDK,Action;FPS;Multiplayer,windows;mac;linux,6020,787,6807,0.8843837226384604,1,Great,10000000-20000000,15000000.0,0.8654333,0.9919785,8981070.0,Great,0.018950446938844956,0.5129311718024852,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.8404267899122793,26,0.8484268758082402,30,11,2004,23,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Half-Life 2: Lost Coast,Valve,Valve,2005-10-27,2005,Action,Single-player;Commentary available,FPS;Action;Singleplayer,windows;mac;linux,5783,1020,6803,0.8500661472879611,1,Great,10000000-20000000,15000000.0,0.88974243,0.9940367,6877230.5,Great,-0.03967628673684964,0.7798340953864695,0.0,0.0,1,0,0.0,0.0,0,1,0.8414072920651507,26,0.8493068136377401,30,10,2005,23,4,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Half-Life Deathmatch: Source,Valve,Valve,2006-05-01,2006,Action,Multi-player;Valve Anti-Cheat enabled,Action;FPS;Multiplayer,windows;mac;linux,1362,473,1835,0.7422343324250681,1,Average,5000000-10000000,7500000.0,0.8592236,0.9929599,10270642.0,Great,-0.11698927177720242,-0.314386474317363,0.0,0.0,1,0,0.0,0.0,0,1,0.8444882010612335,26,0.852071731967558,30,5,2006,28,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Half-Life 2: Episode One,Valve,Valve,2006-06-01,2006,Action,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Stats;Includes Source SDK;Commentary available,FPS;Action;Sci-fi,windows;mac;linux,7908,517,8425,0.9386350148367952,1,Great,5000000-10000000,7500000.0,0.8983919,0.9794661,6755954.5,Great,0.04024311239004841,0.10447872954005888,5.79,1.9154509415706047,0,13,2.6390573296152584,1.914580265095729,0,1,0.8388767529923269,26,0.8470358170339238,30,6,2006,24,4,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Portal,Valve,Valve,2007-10-10,2007,Action,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK;Commentary available,Puzzle;First-Person;Singleplayer,windows;mac;linux,51801,1080,52881,0.9795767856129801,1,Great,10000000-20000000,15000000.0,0.93264437,0.9658776,10093375.0,Great,0.04693241839496254,0.39617091789623515,7.19,2.1029138978649784,0,15,2.772588722239781,1.8315018315018312,0,1,0.8377069881130073,26,0.8459860280396626,30,10,2007,6,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
420,Half-Life 2: Episode Two,Valve,Valve,2007-10-10,2007,Action,Single-player;Steam Achievements;Captions available;Partial Controller Support;Steam Cloud;Stats;Includes Source SDK;Commentary available,FPS;Action;Sci-fi,windows;mac;linux,13902,696,14598,0.9523222359227291,1,Great,5000000-10000000,7500000.0,0.9151084,0.98116136,7275089.5,Great,0.03721385322085535,0.030446899706074504,5.79,1.9154509415706047,0,22,3.1354942159291497,3.240058910162003,0,1,0.8384856895327287,26,0.8466848626471051,30,10,2007,24,4,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Team Fortress 2,Valve,Valve,2007-10-10,2007,Action;Free to Play,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Partial Controller Support;Valve Anti-Cheat enabled;Stats;Includes level editor;Commentary available,Free to Play;Multiplayer;FPS,windows;mac;linux,515879,34036,549915,0.9381067983233773,1,Great,20000000-50000000,35000000.0,0.90542877,0.99233013,40860908.0,Great,0.03267803111909262,-0.15482570866433676,0.0,0.0,1,520,6.255750041753367,520.0,0,2,0.8388918448927102,26,0.8470493610470883,30,10,2007,15,3,1,1,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
500,Left 4 Dead,Valve,Valve,2008-11-17,2008,Action,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes Source SDK;Commentary available,Zombies;Co-op;FPS,windows;mac,17951,948,18899,0.9498386157997778,1,Great,5000000-10000000,7500000.0,0.92030823,0.9773096,8024984.0,Great,0.029530383492343715,-0.06765662354832003,7.19,2.1029138978649784,0,73,4.30406509320417,8.913308913308912,0,1,0.8385566501076702,26,0.8467485452143603,30,11,2008,11,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Left 4 Dead 2,Valve,Valve,2009-11-19,2009,Action,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK;Commentary available,Zombies;Co-op;FPS,windows;mac;linux,251789,8418,260207,0.9676488334287702,1,Great,10000000-20000000,15000000.0,0.9386932,0.9872377,21010816.0,Great,0.028955608045011627,-0.33698719367603047,7.19,2.1029138978649784,0,70,4.2626798770413155,8.547008547008545,0,1,0.8380477867468419,26,0.8462918729674629,30,11,2009,13,4,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Dota 2,Valve,Valve,2013-07-09,2013,Action;Free to Play;Strategy,Multi-player;Co-op;Steam Trading Cards;Steam Workshop;SteamVR Collectibles;In-App Purchases;Valve Anti-Cheat enabled,Free to Play;MOBA;Strategy,windows;mac;linux,863507,142079,1005586,0.8587102445738107,1,Great,100000000-200000000,150000000.0,0.82565963,0.91061205,35020584.0,Great,0.03305061189101044,1.4546992492301278,0.0,0.0,1,0,0.0,0.0,0,3,0.8411603178569836,26,0.8490851701175902,30,7,2013,6,2,1,1,1,3,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
620,Portal 2,Valve,Valve,2011-04-18,2011,Action;Adventure,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Includes level editor;Commentary available,Puzzle;Co-op;First-Person,windows;mac;linux,138220,1891,140111,0.9865035578933845,1,Great,10000000-20000000,15000000.0,0.9671397,0.98777324,13563171.0,Great,0.01936383697663646,0.1006920970954539,7.19,2.1029138978649784,0,51,3.9512437185814275,6.227106227106226,0,2,0.8375090803335672,26,0.8458084184940113,30,4,2011,8,2,1,1,1,3,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630,Alien Swarm,Valve,Valve,2010-07-19,2010,Action,Single-player;Multi-player;Co-op;Steam Achievements;Captions available;Steam Cloud;Stats;Includes level editor,Free to Play;Co-op;Action,windows,17435,941,18376,0.9487919024814976,1,Great,2000000-5000000,3500000.0,0.8303852,0.7934902,4534569.5,Great,0.11840669435161477,-0.25896713173480457,0.0,0.0,1,66,4.204692619390966,66.0,0,1,0.8385865562024782,26,0.846775384017393,30,7,2010,11,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
730,Counter-Strike: Global Offensive,Valve;Hidden Path Entertainment,Valve,2012-08-21,2012,Action;Free to Play,Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Stats,FPS;Multiplayer;Shooter,windows;mac;linux,2644404,402313,3046717,0.8679519627192155,1,Great,50000000-100000000,75000000.0,0.846832,0.9818872,23355720.0,Great,0.021119985351814363,1.1666462220653635,0.0,0.0,1,167,5.123963979403259,167.0,0,2,0.7139077639746677,1,0.8488482029856568,30,8,2012,32,3,1,1,1,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Rag Doll Kung Fu,Mark Healey,Mark Healey,2005-10-12,2005,Indie,Single-player;Multi-player,Indie;Fighting;Multiplayer,windows,40,17,57,0.7017543859649122,1,Average,20000-50000,35000.0,0.67126936,0.6882758,50926.27,Average,0.030485028760474986,-0.37502192761936115,5.99,1.944480556245719,0,0,0.0,0.0,0,1,0.7139077639746677,1,0.7139077639746677,1,10,2005,16,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,2006-03-14,2006,Action,Multi-player;Steam Achievements;Valve Anti-Cheat enabled,World War II;Action;FPS,windows;mac;linux,1562,223,1785,0.8750700280112045,1,Great,500000-1000000,750000.0,0.85941255,0.9767079,1162397.1,Great,0.015657477084995985,-0.43816596972928146,3.99,1.6074359097634274,0,44,3.8066624897703196,8.817635270541082,0,1,0.751520107472348,5,0.7705792068271743,11,3,2006,29,4,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,2009-05-14,2009,Action,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor,FPS;Zombies;Co-op,windows;mac;linux,53710,2649,56359,0.9529977465888323,1,Great,2000000-5000000,3500000.0,0.9122634,0.9885423,5649006.5,Great,0.040734353186732686,-0.4787165824183983,14.99,2.771963526845863,0,285,5.655991810819852,17.823639774859288,0,1,0.7459538418596604,5,0.766682820898293,11,5,2009,13,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,2006-05-10,2006,Action,Single-player;Stats,Action;FPS;Cyberpunk,windows,468,61,529,0.8846880907372401,1,Great,100000-200000,150000.0,0.76199055,0.92060155,151825.73,Great,0.1226975435570643,-0.012098022423158383,7.19,2.1029138978649784,0,0,0.0,0.0,0,1,0.7489211089896596,3,0.7139077639746677,1,5,2006,23,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,Darwinia,Introversion Software,Introversion Software,2005-07-14,2005,Indie;Strategy,Single-player,Strategy;Indie;RTS,windows;mac;linux,472,158,630,0.7492063492063492,1,Average,500000-1000000,750000.0,0.7965011,0.95251304,506931.53,Great,-0.047294750856974765,0.39169662487521073,7.19,2.1029138978649784,0,0,0.0,0.0,0,2,0.7460251893087444,7,0.7335794505483287,6,7,2005,8,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1510,Uplink,Introversion Software,Introversion Software,2006-08-23,2006,Indie;Strategy,Single-player,Hacking;Indie;Strategy,windows;mac;linux,1602,152,1754,0.9133409350057012,1,Great,500000-1000000,750000.0,0.7894969,0.93131244,452386.78,Great,0.12384403635457819,0.505534820675992,6.99,2.0781907597781832,0,0,0.0,0.0,0,2,0.735766777696285,7,0.7226371448283719,6,8,2006,6,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1520,DEFCON,Introversion Software,Introversion Software,2006-09-29,2006,Indie;Strategy,Single-player;Multi-player,Strategy;Indie;Multiplayer,windows;mac;linux,2057,344,2401,0.8567263640149938,1,Great,500000-1000000,750000.0,0.8115795,0.9538411,573618.6,Great,0.04514683854426016,0.268108062863492,7.19,2.1029138978649784,0,22,3.1354942159291497,2.686202686202686,0,2,0.7393051883832041,7,0.7264114495610858,6,9,2006,6,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1530,Multiwinia,Introversion Software,Introversion Software,2008-09-19,2008,Indie,Single-player;Multi-player;Steam Achievements,Indie;RTS;Strategy,windows;mac,368,75,443,0.8306997742663657,1,Great,500000-1000000,750000.0,0.7836863,0.8548344,259855.05,Great,0.04701349401581634,1.0599467087985506,7.19,2.1029138978649784,0,12,2.5649493574615367,1.4652014652014649,0,1,0.7409318502424934,7,0.7281465555443276,6,9,2008,10,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1600,Dangerous Waters,Sonalysts,Strategy First,2006-02-07,2006,Strategy,Single-player;Multi-player,Strategy;Simulation;Naval,windows,140,44,184,0.7608695652173914,1,Great,50000-100000,75000.0,0.76481205,0.9292692,63441.0,Great,-0.003942487032517095,0.1673753704772487,22.99,3.177637076851603,0,0,0.0,0.0,0,1,0.7229712273908748,4,0.5704654009935461,136,2,2006,16,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1610,Space Empires IV Deluxe,Malfador Machinations,Strategy First,2006-02-07,2006,Strategy,Single-player;Multi-player,Strategy;4X;Sci-fi,windows,112,26,138,0.8115942028985508,1,Great,50000-100000,75000.0,0.75172496,0.93531406,63215.664,Great,0.05986924447875097,0.17093352935176043,6.99,2.0781907597781832,0,0,0.0,0.0,0,1,0.711918784113993,2,0.5701155759060899,136,2,2006,23,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1630,Disciples II: Rise of the Elves ,Strategy First,Strategy First,2006-07-06,2006,Strategy,Single-player;Multi-player;Co-op,Strategy;Turn-Based Strategy;Fantasy,windows,451,108,559,0.8067978533094812,1,Great,100000-200000,150000.0,0.7856753,0.93607885,99563.234,Great,0.02112256606277707,0.409838966407408,4.99,1.7900914121273581,0,0,0.0,0.0,0,1,0.7191987817871391,5,0.570148654179118,136,7,2006,32,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1640,Disciples II: Gallean's Return,Strategy First,Strategy First,2006-07-06,2006,Strategy,Single-player;Multi-player;Co-op,Turn-Based Strategy;Strategy;Classic,windows,490,152,642,0.7632398753894081,1,Great,100000-200000,150000.0,0.78514963,0.9235969,118090.88,Great,-0.021909758495021858,0.23917894748650959,4.99,1.7900914121273581,0,0,0.0,0.0,0,1,0.7223100659242873,5,0.5704490540268427,136,7,2006,30,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1670,Iron Warriors: T - 72 Tank Command ,Strategy First,Strategy First,2006-07-26,2006,Strategy,Single-player;Multi-player,Simulation;Strategy;Tanks,windows,137,102,239,0.5732217573221757,0,Average,20000-50000,35000.0,0.6813779,0.22662935,59910.727,Average,-0.10815613040365435,-0.5374956062082283,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.7358827886433751,5,0.5717595238066167,136,7,2006,35,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1690,Space Empires V,Malfador Machinations,Strategy First,2006-10-16,2006,Strategy,Single-player;Multi-player,Strategy;4X;Space,windows,191,85,276,0.6920289855072463,0,Average,50000-100000,75000.0,0.776024,0.7753543,78519.59,Great,-0.08399499844813696,-0.04585953095097395,10.99,2.4840729690394228,0,0,0.0,0.0,0,1,0.7227883493313844,2,0.5709401636122368,136,10,2006,15,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1700,Arx Fatalis,Arkane Studios,Arkane Studios,2007-04-03,2007,RPG,Single-player,RPG;First-Person;Classic,windows,671,106,777,0.8635778635778636,1,Great,100000-200000,150000.0,0.743941,0.7743298,192505.98,Great,0.11963685453321637,-0.24949044796026776,2.99,1.3837912309017721,0,0,0.0,0.0,0,1,0.7451129242632608,7,0.7139077639746677,1,4,2007,11,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1840,Source Filmmaker,Valve,Valve,2012-07-10,2012,Animation & Modeling;Video Production,Steam Workshop,Animation & Modeling;Video Production;Free to Play,windows,15083,1111,16194,0.9313943435840435,1,Great,1000000-2000000,1500000.0,0.86210036,0.9757235,1531503.6,Great,0.06929398080633353,-0.020784874841684342,0.0,0.0,1,0,0.0,0.0,0,2,0.8390836293138341,26,0.8472214752711741,30,7,2012,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1900,Earth 2160,Reality Pump Studios,Topware Interactive;ACE,2006-04-01,2006,Strategy,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Strategy;RTS;Sci-fi,windows;mac;linux,498,238,736,0.6766304347826086,0,Average,1000000-2000000,1500000.0,0.6930389,0.34651643,703601.75,Average,-0.016408446042434077,0.7570071020870266,3.99,1.6074359097634274,0,0,0.0,0.0,0,1,0.6558198447370931,8,0.7155766441791758,2,4,2006,10,2,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
